region,population,area,cases1,deaths1,cases2,deaths2,cases3,deaths3,cases4,deaths4,cases5,deaths5,cases6,deaths6,cases7,deaths7,cases8,deaths8,cases9,deaths9,cases10,deaths10,cases11,deaths11,cases12,deaths12,cases13,deaths13,cases14,deaths14,cases15,deaths15,cases16,deaths16,cases17,deaths17,cases18,deaths18,cases19,deaths19,cases20,deaths20,cases21,deaths21,cases22,deaths22,cases23,deaths23,cases24,deaths24,cases25,deaths25,cases26,deaths26,cases27,deaths27,cases28,deaths28,cases29,deaths29,cases30,deaths30,cases31,deaths31,cases32,deaths32,cases33,deaths33,cases34,deaths34,cases35,deaths35,cases36,deaths36,cases37,deaths37,cases38,deaths38,cases39,deaths39,cases40,deaths40,cases41,deaths41,cases42,deaths42,cases43,deaths43,cases44,deaths44,cases45,deaths45,cases46,deaths46,cases47,deaths47,cases48,deaths48,cases49,deaths49,cases50,deaths50,cases51,deaths51,cases52,deaths52,cases53,deaths53,cases54,deaths54,cases55,deaths55,cases56,deaths56,cases57,deaths57,cases58,deaths58,cases59,deaths59,cases60,deaths60,cases61,deaths61,cases62,deaths62,cases63,deaths63,cases64,deaths64,cases65,deaths65,cases66,deaths66,cases67,deaths67,cases68,deaths68,cases69,deaths69,cases70,deaths70,cases71,deaths71,cases72,deaths72,cases73,deaths73,cases74,deaths74,cases75,deaths75,cases76,deaths76,cases77,deaths77,cases78,deaths78,cases79,deaths79,cases80,deaths80,cases81,deaths81,cases82,deaths82,cases83,deaths83,cases84,deaths84,cases85,deaths85,cases86,deaths86,cases87,deaths87,cases88,deaths88,cases89,deaths89,cases90,deaths90,cases91,deaths91,cases92,deaths92,cases93,deaths93,cases94,deaths94,cases95,deaths95,cases96,deaths96,cases97,deaths97,cases98,deaths98,cases99,deaths99,cases100,deaths100,cases101,deaths101,cases102,deaths102,cases103,deaths103,cases104,deaths104
Latvia,1886198,62200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,6,0,8,0,10,0,10,0,17,0,26,0,30,0,34,0,49,0,71,0,86,0,111,0,124,0,139,0,180,0,197,0,221,0,244,0,280,0,305,0,347,0,376,0,398,0,446,0,458,0,493,1,509,1,533,1,542,1,548,2,577,2,589,3,612,3,630,3,651,5,655,5,657,5,666,5,675,5,682,5,712,5,727,5,739,5,748,9,761,11,778,11,784,12,804,12,812,12,818,13,836,13,849,15,858,15,870,16,871,16,879,16,896,16
Lebanon,6825445,10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,4,0,10,0,13,0,13,0,13,0,16,0,22,0,22,0,32,0,32,0,41,1,61,3,61,3,77,3,93,3,110,3,110,3,120,3,133,3,157,4,163,4,187,4,248,4,267,4,318,4,333,6,368,6,391,8,412,8,438,10,446,11,470,12,479,14,494,16,508,17,520,17,527,18,541,19,548,19,576,19,582,19,609,20,619,20,630,20,632,20,641,21,658,21,663,21,668,21,672,21,673,21,677,21,677,21,682,22,688,22,696,22,704,24,707,24,710,24,717,24,721,24,725,24,729,24,733,25,737,25,740,25
Liberia,5057681,96320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,6,0,6,0,7,0,10,1,13,3,14,3,14,3,31,4,31,4,37,5,48,5,50,5,59,6,59,6,59,6,59,6,76,7,76,7,91,8,99,8,101,8,101,8,101,8,117,8,120,11,124,12,124,12,141,16,141,16,141,16,152,18,154,18,158,18,166,18
Liechtenstein,38128,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,4,0,7,0,28,0,28,0,28,0,37,0,37,0,51,0,51,0,51,0,56,0,56,0,56,0,56,0,62,0,68,0,68,0,75,0,75,0,77,1,77,1,77,1,78,1,78,1,78,1,79,1,79,1,79,1,79,1,79,1,79,1,79,1,79,1,79,1,81,1,81,1,81,1,81,1,81,1,81,1,81,1,82,1,82,1,82,1,82,1,82,1,82,1,82,1,82,1,82,1
Lithuania,2722289,62674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0,6,0,8,0,12,0,17,0,25,0,27,0,36,0,49,0,83,1,143,1,179,1,209,2,274,4,299,4,358,5,394,7,460,7,491,7,537,8,581,8,649,9,696,9,771,11,811,13,843,15,880,15,912,15,955,16,999,22,1026,23,1053,23,1062,24,1070,29,1091,30,1128,32,1149,33,1239,33,1298,35,1326,37,1350,38,1370,38,1398,40,1410,40,1426,41,1438,41,1449,41,1344,44,1375,45,1385,45,1399,45,1406,46,1410,46,1419,46
Luxembourg,625978,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,3,0,3,0,5,0,7,0,19,0,34,0,51,1,59,1,77,1,140,1,203,2,335,4,484,4,670,8,798,8,875,8,1099,8,1333,8,1453,9,1605,15,1831,18,1950,21,1988,22,2178,23,2319,29,2487,30,2612,31,2729,31,2804,36,2843,41,2970,44,3034,46,3115,52,3223,54,3270,62,3281,66,3292,69,3307,67,3373,69,3444,69,3480,72,3537,72,3550,73,3558,75,3618,78,3654,80,3665,83,3695,85,3711,85,3723,88,3729,88,3741,89,3769,89,3784,90,3802,92,3812,92,3824,96,3828,96
Madagascar,27691018,581795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,12,0,17,0,19,0,23,0,26,0,26,0,39,0,43,0,57,0,57,0,59,0,70,0,70,0,72,0,82,0,88,0,93,0,93,0,93,0,102,0,106,0,106,0,108,0,110,0,111,0,117,0,120,0,121,0,121,0,121,0,121,0,121,0,122,0,123,0,124,0,128,0,128,0,128,0,128,0,132,0,135,0,149,0,149,0
Malaysia,32365999,328550,0,0,0,0,0,0,3,0,4,0,4,0,4,0,7,0,8,0,8,0,8,0,8,0,8,0,10,0,12,0,12,0,12,0,16,0,16,0,18,0,18,0,18,0,19,0,19,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,23,0,23,0,25,0,29,0,29,0,36,0,50,0,50,0,83,0,93,0,99,0,117,0,129,0,149,0,149,0,197,0,238,0,428,0,566,0,673,2,790,2,900,2,1030,3,1183,4,1306,10,1518,14,1624,16,1796,20,2031,23,2161,26,2320,27,2470,35,2626,37,2766,43,2908,45,3116,50,3333,53,3483,57,3662,61,3793,62,3963,63,4119,65,4228,67,4346,70,4530,73,4683,76,4817,77,4987,82,5072,83,5182,84,5251,86,5305,88,5389,89,5425,89,5482,92,5532,93,5603,95,5691,96,5742,98,5780,98,5820,99,5851,100,5945,100,6002,102,6071,103,6176,103,6298,105,6353,105
Maldives,540544,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,8,0,8,0,9,0,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,16,0,16,0,17,0,17,0,18,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,20,0,20,0,20,0,22,0,25,0,28,0,35,0,52,0,69,0,83,0,86,0,108,0,129,0,177,0,214,0,226,0,250,0,278,1,468,1,491,1,519,1,527,1,541,1
Malta,441543,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,5,0,6,0,6,0,12,0,18,0,21,0,30,0,38,0,38,0,53,0,64,0,73,0,90,0,107,0,110,0,129,0,134,0,139,0,149,0,151,0,156,0,169,0,188,0,196,0,202,0,213,0,227,0,241,0,293,0,299,1,337,2,350,2,370,3,378,3,384,3,393,3,399,3,412,3,422,3,426,3,427,3,431,3,443,3,444,3,445,3,447,3,448,4,448,4,450,4,458,4,463,4,465,4,467,4,468,4,477,4,480,4
Mauritania,4649658,1030700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,5,0,5,0,5,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,8,1,8,1,8,1,8,1,8,1,8,1
Mauritius,1271768,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,14,1,28,2,36,2,42,2,48,2,81,2,94,2,102,2,107,3,128,3,143,5,161,6,169,7,186,7,196,7,227,7,244,7,268,7,273,7,314,7,318,9,319,9,324,9,324,9,324,9,324,9,324,9,324,9,325,9,328,9,328,9,328,9,329,9,331,9,331,9,331,9,332,9,334,10,334,10,332,10,332,10,332,10,332,10,332,10,332,10
Mexico,128932753,1943950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,5,0,5,0,5,0,5,0,6,0,6,0,7,0,7,0,7,0,8,0,12,0,26,0,41,0,53,0,82,0,93,0,118,0,164,1,203,2,251,2,316,3,367,4,405,5,475,6,585,8,717,12,848,16,993,20,1094,28,1215,29,1378,37,1510,50,1688,60,1890,79,2143,94,2439,125,2785,141,3181,174,3441,194,3844,233,4219,273,4661,296,5014,332,5399,406,5847,449,6297,486,6875,546,7497,650,8261,686,8772,712,9501,857,10544,970,11633,1069,12872,1221,13842,1305,14677,1351,15529,1434,16752,1569,17799,1732,19224,1859,20739,1972,22088,2061,23471,2154,24905,2271
Moldova,4033963,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,3,0,3,0,6,0,12,0,23,0,23,0,30,0,30,1,49,1,66,1,80,1,94,1,109,1,125,1,149,1,177,1,199,2,231,2,263,2,298,2,353,4,423,5,505,6,591,8,752,12,864,15,965,19,1056,22,1174,27,1289,29,1438,29,1560,30,1662,31,1712,35,1934,40,2049,46,2154,54,2264,56,2378,57,2472,67,2548,70,2614,72,2778,75,2926,80,3110,84,3304,94,3408,96,3481,102,3638,103,3771,111,3897,116,3980,122,4052,124,4121,125,4248,132
Monaco,39242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,7,0,7,0,7,0,7,0,11,0,11,0,23,0,23,0,23,0,31,0,33,0,42,0,42,0,46,1,49,1,52,1,55,1,60,1,64,1,66,1,73,1,77,1,79,1,81,1,84,1,90,1,92,1,93,1,93,1,93,1,93,3,93,3,94,3,94,3,94,3,94,3,94,3,94,3,94,4,94,4,94,4,94,4,95,4,95,4,95,4,95,4,95,4,95,4,95,4,95,4
Mongolia,3278290,1553560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,0,6,0,6,0,6,0,10,0,10,0,10,0,10,0,10,0,11,0,11,0,12,0,12,0,12,0,12,0,14,0,14,0,14,0,14,0,14,0,15,0,15,0,16,0,16,0,16,0,16,0,16,0,17,0,30,0,30,0,31,0,31,0,31,0,32,0,33,0,34,0,35,0,36,0,37,0,37,0,38,0,38,0,38,0,38,0,38,0,38,0,39,0,39,0,40,0
Montenegro,628066,13450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,14,0,14,0,21,0,27,1,47,1,52,1,69,1,82,1,84,1,85,1,91,1,109,2,123,2,144,2,174,2,201,2,214,2,233,2,241,2,248,2,252,2,255,2,263,2,272,3,274,3,283,4,288,4,303,4,303,5,307,5,308,5,312,5,313,5,315,5,316,5,319,6,320,6,321,7,321,7,321,7,322,7,322,7,322,7,322,8,322,8,323,8
Morocco,36910560,446300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,3,1,5,1,6,1,7,1,17,1,28,1,29,1,38,2,49,2,63,2,77,3,96,3,115,4,143,4,170,5,225,6,275,11,345,23,402,25,479,26,556,33,617,36,654,39,708,44,791,48,919,59,1021,70,1120,80,1184,90,1275,93,1374,97,1448,107,1545,111,1661,118,1763,126,1888,126,2024,127,2283,130,2564,135,2685,137,2855,141,3046,143,3209,145,3446,149,3568,155,3758,158,3897,159,4065,161,4120,162,4252,165,4321,168,4423,170,4569,171,4729,173,4903,174,5053,179
Namibia,2540905,823290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,4,0,7,0,7,0,8,0,8,0,8,0,11,0,11,0,11,0,14,0,14,0,14,0,14,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0
Nepal,29136808,143350,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,3,0,3,0,4,0,5,0,5,0,5,0,5,0,5,0,6,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,12,0,14,0,16,0,16,0,16,0,30,0,31,0,31,0,31,0,43,0,45,0,48,0,49,0,49,0,52,0,52,0,54,0,57,0,57,0,59,0,59,0,75,0,75,0
Netherlands,17134872,33720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,10,0,18,0,24,0,38,0,82,0,128,1,188,1,265,3,321,3,382,4,503,5,503,5,806,10,962,12,1138,20,1416,24,1711,43,2058,58,2467,77,3003,107,3640,137,4217,180,4764,214,5580,277,6438,357,7468,435,8647,547,9819,640,10930,772,11817,865,12667,1040,13696,1175,14786,1341,15819,1490,16725,1656,17951,1771,18924,1874,19707,2108,20680,2255,21901,2403,23247,2520,24569,2653,25743,2747,26707,2833,27577,2955,28313,3145,29380,3327,30616,3471,31763,3613,32833,3697,33583,3764,34312,3929,35027,4068,35916,4192,36724,4304,37379,4424,38035,4491,38435,4534,38607,4582,38993,4727,39507,4811,39983,4909,40428,5003,40763,5072,40962,5098
New Zealand,4822233,263310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,6,0,8,0,8,0,12,0,20,0,28,0,39,0,52,0,102,0,102,0,155,0,205,0,283,0,368,0,451,0,514,1,589,1,647,1,708,1,797,1,868,1,950,1,1039,1,1106,1,1160,1,1210,1,1239,1,1283,2,1312,4,1330,4,1349,5,1366,9,1386,9,1401,9,1409,11,1422,11,1431,12,1440,12,1445,13,1451,14,1456,17,1461,18,1470,18,1469,19,1472,19,1474,19,1476,19,1479,19,1485,20,1487,20,1487,20,1486,20
Nicaragua,6624554,120340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,4,1,4,1,4,1,5,1,5,1,5,1,5,1,5,1,6,1,6,1,6,1,6,1,7,1,7,1,8,1,9,1,9,1,9,1,9,1,9,1,9,1,9,2,10,2,10,2,10,2,10,2,11,3,11,3,12,3,13,3,13,3,13,3,13,3,14,3,14,3,14,3,15,5,15,5
Niger,24206644,1266700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,3,0,7,1,10,1,10,1,10,1,18,1,27,3,27,3,74,5,98,5,120,5,144,8,184,10,253,10,278,11,342,11,410,11,438,11,491,11,529,12,529,12,570,14,584,14,584,14,627,18,639,19,648,20,648,20,657,20,662,22,671,24,681,24,684,27,696,29,701,29,709,31,713,32,719,32,728,33,736,35,750,36,755,37
Nigeria,206139589,910770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,8,0,8,0,12,0,22,0,30,0,40,1,44,1,51,1,65,1,70,1,89,1,111,1,131,2,135,2,174,2,184,2,210,4,214,4,232,5,238,5,254,6,276,6,288,7,305,7,318,10,323,10,343,10,373,11,407,12,442,13,493,17,542,19,627,21,665,22,665,22,873,28,981,31,1095,32,1182,35,1273,40,1337,40,1532,44,1728,51,1932,58,2170,68,2388,85,2558,87,2802,93
North Macedonia,2083374,25220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0,3,0,3,0,7,0,7,0,7,0,14,0,14,0,14,0,18,0,26,0,35,0,48,0,67,0,85,0,115,1,136,2,148,2,177,3,201,3,219,3,241,4,259,6,285,7,329,9,354,11,384,11,430,12,483,17,555,18,570,23,599,26,617,29,663,30,711,32,760,34,828,34,854,38,908,44,974,45,1081,46,1117,49,1170,49,1207,51,1225,54,1231,55,1259,56,1300,56,1326,57,1367,59,1386,61,1399,65,1421,71,1442,73,1465,77,1494,81,1506,82,1511,84,1518,85
Norway,5421241,365268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,15,0,19,0,25,0,32,0,56,0,87,0,108,0,147,0,176,0,205,0,400,0,598,0,702,0,996,0,1090,3,1221,3,1333,3,1463,3,1550,6,1746,7,1914,7,2118,7,2385,7,2621,10,2863,12,3084,14,3369,14,3755,19,4015,23,4284,25,4445,32,4641,39,4863,44,5147,50,5370,59,5550,62,5687,71,5865,76,6086,89,6086,101,6211,108,6314,113,6409,119,6525,128,6603,134,6623,139,6740,150,6896,152,6937,161,7036,164,7078,165,7156,181,7191,182,7338,187,7401,194,7463,199,7499,201,7527,201,7599,205,7660,206,7710,207,7738,210,7783,210,7809,211,7847,211,7904,214
Oman,5106626,309500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,4,0,4,0,6,0,6,0,6,0,12,0,15,0,16,0,16,0,16,0,16,0,16,0,18,0,18,0,18,0,19,0,19,0,22,0,22,0,24,0,39,0,48,0,48,0,52,0,55,0,66,0,84,0,99,0,109,0,131,0,152,0,167,0,179,0,192,1,210,1,231,1,252,1,277,2,298,2,331,2,371,2,419,2,457,3,484,3,546,3,599,4,727,4,813,4,910,4,1019,4,1069,6,1180,6,1266,7,1410,7,1508,8,1614,8,1716,9,1790,10,1905,10,1998,10,2049,10,2131,10,2274,10,2348,11,2447,11,2483,12,2568,12,2637,12
Pakistan,220892340,770880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0,4,0,4,0,5,0,5,0,5,0,6,0,6,0,6,0,6,0,16,0,19,0,20,0,28,0,31,0,53,0,136,0,236,0,299,0,454,2,501,3,730,3,776,5,875,6,972,7,1063,8,1201,9,1373,11,1495,12,1597,14,1717,21,1938,26,2118,27,2421,34,2686,40,2818,41,3157,47,3766,53,4035,57,4263,61,4489,65,4695,66,5011,86,5230,91,5496,93,5837,96,6383,111,6919,128,7025,135,7638,143,8348,168,8418,176,9565,201,10076,212,11155,237,11940,253,12723,269,13328,281,13915,292,14612,312,15525,343,16817,385,18114,417,19103,440,20084,457,20941,476
